RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
2342,15735388,Wayn,717.0,france,FEMALE,25.0,7,108664.85,2,Yes,No,190011.85,N0,No,3,Platinum,433
2343,15788535,Tan,593.0, spain ,M,44.0,5,0.0,1,Yes,No,128046.98,N0,No,2,SILVR,569
2344,15765902,Gibson,706.0,GERMANY,M,38.0,5,355.0,2,Yes,Yes,135662.17,N0,No,3,diamond,826
2345,15642345,Y?,714.0,GERMANY,FEMALE,49.0,4,93059.34,1,Yes,No,7571.51,Yess,Yes,4,Platinum,381
2346,15641250,Calabresi,794.0, spain ,M,38.0,9,179581.31,1,Yes,No,23596.24,N0,No,4,Platinum,814
2347,15706163,Enyinnaya,518.0,GERMANY,M,46.0,4,113625.93,1,No,No,92727.42,Yess,Yes,2,SILVR,734
2348,15746708,Ritchie,589.0,GERMANY,M,55.0,7,119961.48,1,Yes,No,65156.83,Yess,Yes,5,Platinum,248
2349,15775203,Chia,824.0,france,M,45.0,3,129209.48,1,No,No,60151.77,N0,No,2,diamond,907
2350,15787907,Wang,719.0,GERMANY,FEMALE,355.0,5,137227.04,3,Yes,No,149097.38,Yess,Yes,5,Platinum,512
2351,15646764,Lorenzo,617.0,GERMANY,FEMALE,58.0,3,119024.75,2,Yes,No,35199.24,Yess,Yes,2,Platinum,452
2352,15678284,Pai,651.0,france,M,35.0,7,74623.5,3,Yes,No,129451.29,Yess,Yes,2,SILVR,515
2353,15726791,Nuttall,637.0, spain ,FEMALE,45.0,2,157929.45,1,Yes,Yes,145134.49,Yess,Yes,4,diamond,546
2354,15813144,Osborne,554.0,france,FEMALE,26.0,7,799.0,2,Yes,No,192709.69,N0,No,3,SILVR,675
2355,15669342,Ferri,731.0,GERMANY,M,35.0,2,127862.93,2,Yes,No,139083.7,N0,No,1,Platinum,561
2356,15710366,notlimaH,569.0, spain ,FEMALE,42.0,1,101.0,1,Yes,Yes,83629.6,Yess,Yes,2,Platinum,748
2357,15614934,McEwan,625.0,GERMANY,FEMALE,37.0,4,142711.81,1,Yes,No,35625.41,N0,No,2,SILVR,19.0
2358,15588701,Lai,592.0,france,FEMALE,38.0,4,0.0,2,Yes,No,35338.96,N0,No,4,SILVR,305
2359,15665438,Hs?,669.0,france,M,43.0,1,163159.85,1,No,Yes,15602.8,N0,No,5,Platinum,952
2360,15644896,Thompson,355.0,GERMANY,M,32.0,3,108586.86,1,Yes,Yes,182355.21,N0,No,5,Platinum,723
2361,15670205,dyoB,518.0,GERMANY,FEMALE,41.0,5,110624.99,1,Yes,No,89327.67,N0,No,4,Platinum,911
2362,15635776,Trevisani,686.0,GERMANY,FEMALE,43.0,5,154846.24,2,Yes,Yes,151903.6,N0,No,5,diamond,546
2363,15791053,Lucciano,709.0,GERMANY,M,45.0,4,122917.71,1,Yes,Yes,11.58,Yess,Yes,5, Gold ,254
2364,15644005,Holman,571.0,france,FEMALE,33.0,9,0.0,2,No,Yes,77519.62,N0,No,2,Platinum,702
2365,15796343,Bazhenov,707.0,france,FEMALE,31.0,2,82787.93,2,No,No,91423.69,N0,No,5,Platinum,585
2366,15751057,Douglas,701.0,GERMANY,M,32.0,5,102500.34,1,No,No,106287.77,N0,No,5,Platinum,763
2367,15623430,Hill,672.0,france,M,34.0,9,0.0,2,Yes,No,161800.77,N0,No,3, Gold ,239
2368,15682600,Lo,620.0,GERMANY,M,39.0,9,159492.79,1,Yes,No,80582.34,Yess,Yes,1,Platinum,637
2369,15769312,Forbes,557.0, spain ,M,48.0,10,0.0,2,Yes,Yes,185094.48,N0,No,5,Platinum,933
2370,15708212,niL,648.0, spain ,FEMALE,54.0,7,118241.02,1,Yes,No,172586.89,Yess,Yes,3,diamond,884
2371,15650258,Sinclair,479.0,france,FEMALE,35.0,2,113090.4,1,Yes,No,195649.79,N0,No,4, Gold ,889
2372,15604345,Kemp,730.0,france,FEMALE,22.0,9,65763.57,1,Yes,Yes,145792.01,N0,No,5,SILVR,447
2373,15578297,malubgelebE,737.0,GERMANY,FEMALE,43.0,1,125537.38,1,Yes,No,138510.01,Yess,Yes,2, Gold ,316
2374,15671789,Woods,616.0,france,M,31.0,3,94263.91,2,Yes,No,168895.06,N0,No,5,SILVR,499
2375,15726186,Genovese,639.0, spain ,M,29.0,4,133434.57,2,Yes,No,97983.44,N0,No,3,Platinum,262.0
2376,15764618,Tseng,815.0, spain ,FEMALE,39.0,6,19.0,1,Yes,Yes,85167.88,N0,No,4,diamond,
2377,15730738,Chiang,786.0, spain ,M,31.0,9,0.0,2,Yes,Yes,18210.36,N0,No,1,SILVR,400
2378,15637650,Williams,549.0,france,M,50.0,9,38.0,2,No,Yes,13608.18,N0,No,1, Gold ,291
2379,15606267,Wilson,622.0,france,FEMALE,38.0,4,98640.74,1,Yes,Yes,110457.99,N0,No,3,SILVR,304
2380,15625904,Wang,624.0,france,M,26.0,9,74681.9,2,No,No,31231.35,N0,No,4,Platinum,316
2381,15654463,Moore,841.0,france,M,34.0,4,0.0,2,Yes,No,141582.66,N0,No,3,diamond,572
2382,15774151,Iadanza,614.0, spain ,FEMALE,41.0,7,179915.85,1,No,No,14666.35,Yess,Yes,3, Gold ,451
2383,15693259,Wallace,676.0,france,M,30.0,1,128207.23,1,Yes,Yes,55400.17,N0,No,2, Gold ,523
2384,15642468,Clark,697.0,france,M,42.0,9,132739.26,2,No,No,174667.65,N0,No,1,Platinum,222
2385,15758531,Y?,732.0,france,FEMALE,40.0,10,,2,Yes,No,154189.08,N0,No,5,diamond,938
2386,15728352,Yermakov,623.0,france,M,543.0,4,120509.81,1,No,No,142170.44,N0,No,2, Gold ,408
2387,15637240,Wei,541.0,france,M,46.0,4,124547.13,2,Yes,No,543.0,N0,No,5, Gold ,690
2388,15595588,Chukwunonso,773.0, spain ,FEMALE,39.0,4,0.0,2,No,Yes,182081.45,N0,No,2, Gold ,545
2389,15778395,McIntyre,762.0,GERMANY,M,34.0,4,88815.56,2,Yes,No,68562.26,Yess,Yes,2,SILVR,448
2390,15711825,Ts'ai,655.0, spain ,FEMALE,35.0,1,82231.51,2,Yes,No,88798.02,N0,No,1,SILVR,227
2391,15599251,Chung,602.0,GERMANY,M,32.0,7,543.0,2,Yes,No,113781.99,N0,No,5, Gold ,879
2392,15570004,Tsou,850.0,france,M,31.0,3,0.0,2,Yes,No,121866.87,N0,No,1,SILVR,777
2393,15656912,Aitken,649.0, spain ,M,51.0,4,0.0,1,Yes,Yes,,N0,No,3,Platinum,782
2394,15657342,Dawson,850.0,GERMANY,M,28.0,4,147972.19,1,Yes,No,60708.72,Yess,Yes,2,SILVR,823
2395,15716284,Ward,543.0,france,M,43.0,9,0.0,2,Yes,Yes,78858.07,N0,No,5,SILVR,380
2396,15672374,Pai,672.0,france,M,52.0,8,170008.84,1,No,No,56407.42,Yess,Yes,4,SILVR,555
2397,15732476,Ifeanyichukwu,600.0,france,FEMALE,27.0,3,0.0,2,No,Yes,125698.97,N0,No,3,Platinum,339
2398,15747724,Briggs,671.0, spain ,FEMALE,34.0,10,0.0,1,Yes,No,23235.38,N0,No,5,SILVR,38.0
2399,15633877,Morrison,706.0, spain ,FEMALE,42.0,8,95386.82,1,Yes,Yes,75732.25,N0,No,5,SILVR,734
2400,15672516,Wall,541.0,GERMANY,M,51.0,7,90373.28,2,Yes,No,179861.79,N0,No,4,Platinum,935
2401,15607827,Nebechukwu,711.0,GERMANY,M,34.0,4,133467.77,2,Yes,Yes,42976.64,N0,No,5,diamond,267
2402,15751336,Yao,630.0, spain ,M,30.0,3,0.0,2,No,Yes,10486.69,N0,No,5,Platinum,274
2403,15646539,Liao,531.0,france,M,31.0,3,96288.26,1,Yes,No,56794.73,N0,No,4,diamond,247
2404,15756901,Ch'ang,641.0,france,FEMALE,26.0,4,38.0,2,No,Yes,28157.34,N0,No,2,Platinum,712
2405,15809286,Burke,631.0,GERMANY,M,37.0,8,138292.64,2,No,No,152422.91,Yess,Yes,3,diamond,647
2406,15759021,Kay,685.0,france,M,35.0,9,0.0,1,Yes,No,167033.83,N0,No,5,Platinum,980
2407,15725039,McIntyre,702.0, spain ,M,32.0,8,71667.74,1,Yes,Yes,126082.18,N0,No,2, Gold ,225
2408,15579130,Chidiegwu,708.0,GERMANY,FEMALE,43.0,0,118994.84,1,Yes,No,181499.77,Yess,Yes,1,Platinum,904
2409,15754112,Musgrove,653.0, spain ,M,55.0,7,0.0,2,Yes,Yes,41967.03,N0,No,2,SILVR,581
2410,15735522,Boulger,654.0,GERMANY,M,37.0,2,145610.07,2,No,No,186300.59,N0,No,5,SILVR,458
2411,15613326,Gow,596.0,france,FEMALE,33.0,1,138162.81,1,Yes,No,85412.54,N0,No,2,diamond,776
2412,15739502,Amaechi,549.0,GERMANY,FEMALE,31.0,9,135020.21,2,Yes,Yes,23343.18,N0,No,2,diamond,803
2413,15670914,Robe,754.0,france,M,38.0,2,0.0,2,Yes,No,180698.32,N0,No,3, Gold ,357
2414,15604073,Bibi,815.0,GERMANY,FEMALE,25.0,8,135161.67,1,Yes,Yes,136071.05,N0,No,3,diamond,784
2415,15806027,Niu,556.0,france,FEMALE,52.0,9,0.0,1,Yes,No,175149.2,Yess,Yes,1,diamond,570
2416,15574886,Palerma,706.0,france,M,32.0,6,94486.47,1,Yes,Yes,146949.74,N0,No,5,diamond,904
2417,15707120,Cocci,543.0,france,M,46.0,9,117640.39,1,Yes,No,88920.68,N0,No,2,Platinum,262.0
2418,15800845,Artemieva,732.0, spain ,FEMALE,33.0,8,111379.55,1,Yes,Yes,45098.62,N0,No,5,Platinum,473
2419,15603914,Arcuri,614.0,france,M,40.0,6,0.0,1,Yes,Yes,20339.79,Yess,Yes,4,Platinum,438
2420,15722765,Owen,580.0, spain ,FEMALE,57.0,0,136820.99,1,No,Yes,108528.74,N0,No,5, Gold ,419
2421,15783305,Franklin,593.0,france,FEMALE,46.0,7,98752.51,1,Yes,No,145560.38,N0,No,3,SILVR,442
2422,15574842,Lorenzo,653.0,GERMANY,FEMALE,25.0,2,158266.42,3,Yes,Yes,199357.24,N0,No,4, Gold ,630
2423,15607837,Muriel,38.0,france,FEMALE,29.0,4,105599.67,1,Yes,Yes,43106.17,N0,No,3,diamond,425
2424,15714877,MacDevitt,38.0,france,FEMALE,29.0,10,0.0,2,Yes,No,137508.31,N0,No,1,SILVR,934
2425,15782941,Chijindum,573.0,france,M,31.0,2,0.0,2,Yes,Yes,91957.39,N0,No,3,Platinum,629
2426,15630167,Gibson,684.0, spain ,FEMALE,39.0,4,139723.9,1,Yes,Yes,120612.11,N0,No,2,SILVR,262.0
2427,15759038,Whitehead,793.0,france,FEMALE,41.0,3,141806.46,1,Yes,No,102921.17,N0,No,3, Gold ,447
2428,15661821,Johnstone,798.0,GERMANY,FEMALE,49.0,5,132571.67,1,Yes,Yes,31686.33,Yess,Yes,2,diamond,863
2429,15728006,izzirdnE,524.0,france,M,40.0,2,180516.9,1,Yes,No,180002.42,N0,No,4, Gold ,626
2430,15712176,Burke,816.0,france,M,31.0,8,0.0,2,Yes,Yes,28407.4,N0,No,4,SILVR,834
2431,15689351,Johnson,742.0,GERMANY,FEMALE,41.0,4,92805.72,1,No,Yes,73743.95,Yess,Yes,1,diamond,334
2432,15782247,Yeh,540.0,france,M,22.0,4,38.0,3,Yes,Yes,186233.26,Yess,Yes,3,Platinum,530
2433,15769064,Marshall,537.0,GERMANY,M,39.0,3,135309.36,1,Yes,No,31728.86,Yess,Yes,2,Platinum,746
2434,15718153,Kao,759.0, spain ,FEMALE,74.0,6,128917.84,1,Yes,Yes,48244.64,N0,No,1,diamond,793
2435,15613189,Browne,774.0,france,FEMALE,52.0,2,56580.93,1,Yes,No,113266.28,Yess,Yes,5,Platinum,946
2436,15661734,Taylor,608.0,GERMANY,M,42.0,8,131390.75,2,Yes,No,71178.09,N0,No,1,SILVR,246
2437,15592645,Gibbons,704.0, spain ,M,37.0,4,0.0,2,No,No,25684.93,N0,No,5,SILVR,439
2438,15768387,Nott,581.0,france,M,41.0,8,0.0,2,No,No,29737.14,N0,No,3, Gold ,927
2439,15792525,Lei,628.0,GERMANY,FEMALE,61.0,1,97361.66,1,Yes,Yes,149922.38,Yess,Yes,5, Gold ,657
2440,15586976,Alexeeva,19.0,france,FEMALE,42.0,6,0.0,1,Yes,No,180702.12,Yess,Yes,3, Gold ,420
2441,15790659,Sheets,701.0, spain ,M,59.0,7,0.0,2,No,Yes,27597.59,N0,No,4,SILVR,387
2442,15691446,Tokaryev,735.0, spain ,M,29.0,10,0.0,2,Yes,Yes,95025.27,N0,No,2,diamond,439
2443,15772632,Ts'ui,680.0,france,FEMALE,34.0,1,0.0,2,Yes,No,167035.07,N0,No,3,diamond,579
2444,15706587,Johnston,560.0,france,M,57.0,0,0.0,2,No,Yes,116781.71,N0,No,1,diamond,615
2445,15572461,Kung,663.0,GERMANY,FEMALE,29.0,4,102714.65,2,No,No,21170.81,N0,No,4,Platinum,38.0
2446,15654409,Unwin,665.0,france,FEMALE,34.0,5,67816.72,1,Yes,Yes,29641.58,N0,No,5,SILVR,310
2447,15568025,Hsueh,758.0,france,M,51.0,8,81710.46,1,Yes,Yes,116520.07,N0,No,4,Platinum,688
2448,15715769,Hao,621.0,france,M,26.0,2,75237.54,1,No,Yes,44220.4,N0,No,4,SILVR,459
2449,15667458,L?,764.0,GERMANY,M,28.0,10,124023.18,1,Yes,No,166188.28,N0,No,1,SILVR,508
2450,15567980,Frater,537.0,GERMANY,FEMALE,46.0,5,100727.5,1,No,Yes,140857.76,Yess,Yes,3,diamond,649
2451,15679294,Brennan,589.0,france,FEMALE,46.0,10,107238.85,2,Yes,No,37024.28,N0,No,5, Gold ,276
2452,15606507,Pisani,555.0,france,M,543.0,5,0.0,2,Yes,No,27513.47,N0,No,3,Platinum,747
2453,15578825,Golubev,734.0,france,FEMALE,29.0,0,355.0,1,Yes,No,17744.72,N0,No,2, Gold ,965
2454,15619935,Vanmeter,783.0, spain ,FEMALE,59.0,9,126224.87,1,Yes,Yes,4423.63,N0,No,2,diamond,841
2455,15636089,Hs?,678.0,GERMANY,FEMALE,51.0,1,145751.03,1,No,No,109718.44,Yess,Yes,4,diamond,957
2456,15727490,Scott,661.0,france,M,47.0,5,0.0,1,No,Yes,107243.31,Yess,Yes,4,diamond,308
2457,15591766,Crawford,607.0, spain ,FEMALE,25.0,4,121166.89,1,No,Yes,115288.24,N0,No,1,diamond,551
2458,15641629,P'eng,537.0, spain ,FEMALE,19.0,1,0.0,2,No,Yes,41233.97,N0,No,5,Platinum,818
2459,15813303,Rearick,513.0, spain ,M,88.0,10,101.0,2,Yes,Yes,52952.24,N0,No,1,Platinum,627
2460,15756920,Genovesi,576.0,france,M,63.0,9,70655.48,1,No,No,78955.8,Yess,Yes,2, Gold ,615
2461,15726403,Glenny,660.0,GERMANY,M,41.0,1,129901.21,1,Yes,No,26025.6,Yess,Yes,2,Platinum,694
2462,15592765,Marks,637.0,france,M,40.0,8,125470.81,1,Yes,Yes,174536.17,N0,No,4,Platinum,658
2463,15704442,Fleming,672.0,france,FEMALE,53.0,9,169406.33,4,Yes,Yes,147311.47,Yess,Yes,4,diamond,232
2464,15641136,Davison,629.0,france,M,32.0,2,0.0,2,No,Yes,77965.44,N0,No,2,SILVR,627
2465,15725818,Chibuzo,583.0,GERMANY,M,40.0,4,107041.3,1,Yes,Yes,5635.63,N0,No,1, Gold ,304
2466,15612071,Wilson,763.0, spain ,FEMALE,32.0,10,95153.77,1,No,Yes,81310.1,N0,No,2, Gold ,816
2467,15719809,Endrizzi,516.0,GERMANY,M,32.0,3,355.0,2,No,No,111421.45,N0,No,2,diamond,528
2468,15716518,Yuryeva,617.0,france,FEMALE,27.0,4,0.0,2,No,No,190269.21,N0,No,3,Platinum,342
2469,15742210,Ugochukwu,700.0,france,M,38.0,9,65962.63,1,Yes,Yes,100950.48,N0,No,2,Platinum,101.0
2470,15630617,Lo Duca,727.0,GERMANY,M,19.0,6,140418.81,1,Yes,Yes,113033.73,Yess,Yes,3,Platinum,357
2471,15720838,Gallo,689.0, spain ,FEMALE,31.0,3,139799.63,1,No,Yes,120663.57,N0,No,5, Gold ,964
2472,15595537,Trout,626.0,GERMANY,M,49.0,9,171787.84,2,Yes,No,187192.23,N0,No,5,SILVR,398
2473,15623196,Morley,686.0,france,M,101.0,6,149238.97,1,Yes,Yes,97825.23,N0,No,1,SILVR,816
2474,15679249,Chou,351.0,GERMANY,FEMALE,543.0,4,163146.46,1,Yes,No,169621.69,Yess,Yes,4,SILVR,453
2475,15693199,Shao,739.0,france,FEMALE,37.0,8,0.0,2,Yes,No,191557.1,Yess,Yes,2, Gold ,829
2476,15661219,Trentino,627.0,france,M,32.0,10,0.0,2,Yes,No,103287.62,N0,No,4,diamond,534
2477,15617136,Mazzanti,451.0,GERMANY,FEMALE,38.0,9,61482.47,1,Yes,Yes,167538.66,N0,No,1, Gold ,628
2478,15760294,Endrizzi,512.0,france,FEMALE,41.0,8,145150.28,1,Yes,No,64869.32,Yess,Yes,4,SILVR,358
2479,15652808,Monaldo,774.0,france,FEMALE,41.0,5,126670.37,1,Yes,No,102426.06,N0,No,4,SILVR,543.0
2480,15657139,Otutodilinna,652.0,france,FEMALE,40.0,8,84390.8,2,No,Yes,107876.2,N0,No,4,SILVR,306
2481,15803790,Allen,638.0,GERMANY,M,37.0,2,89728.86,2,Yes,Yes,37294.88,N0,No,4,diamond,799
2482,15764105,Milne,475.0,france,FEMALE,57.0,1,0.0,2,Yes,No,89248.99,N0,No,2, Gold ,372
2483,15672610,Somadina,567.0, spain ,M,40.0,4,118628.8,1,No,No,91973.63,N0,No,1,Platinum,355.0
2484,15766896,Chieloka,750.0,france,M,37.0,3,0.0,2,Yes,No,16870.2,N0,No,2,SILVR,809
2485,15587735,Chukwuebuka,850.0,france,M,39.0,6,96863.13,1,Yes,Yes,121681.19,N0,No,4,diamond,883
2486,15659501,Chioke,753.0,france,FEMALE,38.0,6,142263.45,1,No,Yes,33730.43,N0,No,4,diamond,543.0
2487,15745001,Kovalev,683.0, spain ,FEMALE,36.0,7,0.0,2,Yes,No,104786.59,N0,No,2, Gold ,381
2488,15651140,Doherty,,france,FEMALE,32.0,3,0.0,1,Yes,No,94790.34,N0,No,1,SILVR,373
2489,15571148,Baranov,645.0, spain ,FEMALE,21.0,1,355.0,2,No,No,28726.07,N0,No,5, Gold ,469
2490,15776824,Rossi,714.0,france,M,28.0,6,122724.37,1,Yes,Yes,67057.27,N0,No,1,diamond,892
2491,15633141,Robinson,696.0,GERMANY,FEMALE,35.0,4,174902.26,1,Yes,No,69079.85,N0,No,2,Platinum,720
2492,15764174,Bidencope,612.0, spain ,FEMALE,26.0,4,0.0,2,Yes,Yes,179780.74,N0,No,2, Gold ,516
2493,15778155,T'ien,520.0,GERMANY,FEMALE,31.0,3,108914.17,1,Yes,Yes,183572.39,Yess,Yes,3,SILVR,560
2494,15715920,De Bernales,38.0, spain ,M,23.0,10,98052.66,1,Yes,Yes,142587.32,N0,No,3,Platinum,565
2495,15671917,Wade,666.0,france,M,543.0,5,123873.19,1,Yes,Yes,177844.06,N0,No,2,Platinum,742
2496,15666548,Chung,466.0,GERMANY,FEMALE,56.0,2,111920.13,3,Yes,No,19.0,Yess,Yes,3,SILVR,586
2497,15625623,Stevenson,567.0,france,FEMALE,45.0,4,0.0,2,No,Yes,121053.19,N0,No,3, Gold ,525
2498,15748123,Chienezie,613.0,france,M,20.0,3,0.0,2,Yes,Yes,149613.77,N0,No,1, Gold ,817
2499,15648735,Cashin,718.0,france,M,37.0,8,0.0,2,Yes,Yes,142.81,N0,No,5, Gold ,720
2500,15634974,Seppelt,614.0,france,FEMALE,37.0,8,75150.34,4,No,Yes,131766.67,Yess,Yes,1, Gold ,516
2501,15713378,Brownless,,france,M,38.0,10,0.0,2,No,No,53311.78,N0,No,1,diamond,784
2502,15753370,McDonald,691.0,GERMANY,FEMALE,38.0,5,114753.76,1,Yes,No,107665.02,N0,No,4,SILVR,490
2503,15782659,Mamelu,527.0,france,M,32.0,0,0.0,1,Yes,No,109523.88,N0,No,3,SILVR,987
2504,15583364,McGregor,476.0,france,FEMALE,32.0,6,111871.93,1,No,No,112132.86,N0,No,3, Gold ,988
2505,15625942,McDonald,619.0, spain ,FEMALE,45.0,0,0.0,2,No,No,113645.4,N0,No,4,SILVR,315
2506,15720284,Crawford,607.0,GERMANY,FEMALE,37.0,4,135927.06,1,No,No,180890.4,N0,No,1,Platinum,476
2507,15679642,Feng,695.0, spain ,M,44.0,8,0.0,2,Yes,Yes,70974.13,N0,No,2,diamond,544
2508,15628007,Genovese,653.0,france,M,33.0,1,0.0,2,No,No,53379.52,N0,No,4,Platinum,572
2509,15661974,Pirozzi,677.0,france,M,46.0,2,57037.74,1,Yes,Yes,158531.01,N0,No,1, Gold ,870
2510,15689341,Gibbs,655.0,france,FEMALE,50.0,10,0.0,4,Yes,No,179267.94,Yess,Yes,1, Gold ,889
2511,15607993,Milne,625.0,france,FEMALE,52.0,2,79468.96,1,Yes,Yes,84606.03,N0,No,2,Platinum,629
2512,15693267,Dickson,679.0,GERMANY,FEMALE,34.0,7,121063.85,1,Yes,No,56984.58,N0,No,1, Gold ,564
2513,15769522,O'Connor,734.0,france,M,51.0,1,118537.47,1,Yes,Yes,116912.45,N0,No,2,diamond,697
2514,15755825,McGuirk,666.0,france,M,39.0,10,0.0,2,Yes,No,102999.33,N0,No,5,SILVR,888
2515,15598175,Toscani,592.0,GERMANY,FEMALE,26.0,4,105082.07,2,Yes,No,132801.57,N0,No,1, Gold ,949
2516,15744327,Ruth,564.0,france,M,40.0,4,0.0,1,Yes,No,85455.62,Yess,Yes,2, Gold ,38.0
2517,15798666,Hughes,814.0,france,FEMALE,36.0,6,0.0,2,Yes,Yes,98657.01,N0,No,5,SILVR,780
2518,15577064,Onyekaozulu,592.0,GERMANY,M,36.0,2,104702.65,2,Yes,No,107948.72,N0,No,3,Platinum,757
2519,15759436,Aksenov,758.0,france,FEMALE,50.0,2,95813.76,3,Yes,Yes,67944.09,Yess,Yes,2,Platinum,525
2520,15690231,K'ung,612.0, spain ,FEMALE,62.0,0,167026.61,2,Yes,Yes,192892.05,N0,No,1,Platinum,739
2521,15751561,Meng,498.0,GERMANY,M,61.0,7,102453.26,1,Yes,No,187247.56,Yess,Yes,2,diamond,727
2522,15739068,Nwoye,638.0,GERMANY,M,25.0,4,148045.45,2,Yes,Yes,114722.42,N0,No,2,SILVR,537
2523,15758056,Calabresi,558.0,france,M,35.0,1,0.0,2,No,No,111687.57,N0,No,4,diamond,875
2524,15742269,Milano,756.0,france,FEMALE,24.0,1,0.0,2,Yes,No,184182.25,N0,No,5,diamond,896
2525,15726490,Kirby,782.0, spain ,M,52.0,4,0.0,1,Yes,Yes,52759.82,Yess,Yes,4, Gold ,741
2526,15738411,Ho,505.0,france,M,34.0,10,104498.79,1,No,Yes,126451.14,N0,No,3,diamond,244
2527,15727919,Chukwuemeka,19.0, spain ,FEMALE,29.0,6,0.0,2,No,No,12048.67,N0,No,2, Gold ,328
2528,15709396,Hale,801.0,france,M,42.0,6,0.0,2,Yes,Yes,95804.33,N0,No,1,SILVR,361
2529,15654106,K?,604.0,france,M,26.0,8,38.0,2,No,Yes,197911.52,N0,No,1,SILVR,683
2530,15621653,Rice,716.0,france,FEMALE,29.0,10,87946.39,1,Yes,Yes,182531.74,N0,No,1, Gold ,660
2531,15598086,Brown,624.0,france,FEMALE,45.0,3,68639.57,1,Yes,No,168002.31,Yess,Yes,2,diamond,553
2532,15752300,Sagese,607.0,GERMANY,M,47.0,4,148826.32,1,Yes,Yes,79450.61,N0,No,5, Gold ,837
2533,15658693,Aksyonova,799.0,france,FEMALE,60.0,2,0.0,2,No,Yes,60615.83,N0,No,3,diamond,750
2534,15631838,Findlay,606.0,france,M,61.0,5,108166.09,2,No,Yes,8643.21,N0,No,3,diamond,386
2535,15803804,Walker,717.0,GERMANY,FEMALE,35.0,5,103214.71,1,Yes,No,172172.7,N0,No,4, Gold ,880
2536,15578809,Hao,651.0,GERMANY,M,40.0,1,134760.21,2,No,No,174434.06,Yess,Yes,4,SILVR,741
2537,15752026,remmaH,691.0,france,M,58.0,3,0.0,1,No,Yes,194930.3,Yess,Yes,2,Platinum,974
2538,15723706,Abbott,573.0,france,FEMALE,33.0,0,90124.64,1,Yes,No,137476.71,N0,No,5,diamond,574
2539,15752838,Lucas,723.0, spain ,M,38.0,6,0.0,2,Yes,Yes,94415.6,N0,No,2,Platinum,500
2540,15569571,Davydova,584.0,GERMANY,FEMALE,46.0,6,87361.02,2,Yes,No,120376.87,Yess,Yes,4,Platinum,400
2541,15769703,West,550.0,GERMANY,FEMALE,45.0,8,111257.59,1,No,No,97623.42,Yess,Yes,1,SILVR,
2542,15679770,Smith,611.0,france,FEMALE,61.0,3,131583.59,4,No,Yes,66238.23,Yess,Yes,3,Platinum,755
2543,15791102,Mai,823.5,GERMANY,M,41.0,9,95020.8,3,Yes,Yes,131710.59,Yess,Yes,5,diamond,793
2544,15655192,Fiorentino,850.0, spain ,FEMALE,24.0,1,0.0,2,No,Yes,69052.87,N0,No,3,SILVR,888
2545,15709487,Freeman,668.0,GERMANY,M,34.0,5,80242.37,2,No,No,56780.97,N0,No,3, Gold ,872
2546,15687130,Nkemjika,686.0,france,FEMALE,543.0,0,0.0,1,Yes,Yes,170072.9,N0,No,5,Platinum,929
2547,15755178,Ramos,660.0,france,M,50.0,1,0.0,3,Yes,Yes,191849.15,Yess,Yes,5,SILVR,967
2548,15634772,Mario,682.0, spain ,FEMALE,59.0,0,122661.39,1,No,Yes,84803.76,N0,No,1,Platinum,686
2549,15617197,Chien,524.0,france,M,50.0,4,0.0,2,Yes,Yes,31840.59,Yess,Yes,2,SILVR,292
2550,15631240,Dubinina,645.0,france,FEMALE,36.0,8,0.0,2,Yes,Yes,12096.61,Yess,Yes,2,Platinum,608
2551,15784301,Wang,355.0,france,M,42.0,0,0.0,2,Yes,No,44165.84,N0,No,2,SILVR,377
2552,15631310,Hsieh,537.0,france,FEMALE,53.0,3,0.0,1,Yes,Yes,91406.62,N0,No,4,Platinum,238
2553,15756560,Moran,599.0, spain ,FEMALE,46.0,7,81742.84,2,Yes,No,83282.21,N0,No,3,Platinum,381
2554,15732270,Hung,727.0, spain ,M,71.0,8,0.0,1,Yes,Yes,198446.91,Yess,Yes,4, Gold ,869
2555,15739357,Moss,756.0, spain ,M,30.0,2,145127.85,1,No,No,7554.68,N0,No,2,SILVR,774
2556,15771540,Fedorova,755.0,france,M,38.0,9,148912.44,1,Yes,No,80416.16,N0,No,3,diamond,416
2557,15567486,Li,634.0, spain ,FEMALE,41.0,4,0.0,2,Yes,Yes,355.0,N0,No,4,diamond,355.0
2558,15714634,Nebechi,837.0,france,M,26.0,4,89900.24,2,Yes,No,175477.03,N0,No,2,diamond,265
2559,15727021,Obialo,19.0,GERMANY,FEMALE,30.0,8,119027.28,2,Yes,Yes,137903.54,N0,No,5, Gold ,515
2560,15650670,Bateson,567.0,GERMANY,FEMALE,40.0,2,105222.86,2,Yes,No,93795.86,N0,No,1,SILVR,975
2561,15711834,Long,650.0, spain ,FEMALE,30.0,6,0.0,1,No,No,67997.13,Yess,Yes,4, Gold ,963
2562,15729763,Nelson,655.0, spain ,M,34.0,1,116114.93,1,Yes,Yes,49492.15,N0,No,5, Gold ,601
2563,15646566,Bell,763.0,france,FEMALE,58.0,9,187911.55,1,No,Yes,35825.18,N0,No,5,Platinum,871
2564,15645463,Udinese,843.0,france,FEMALE,27.0,5,0.0,2,Yes,Yes,67494.23,N0,No,1,diamond,557
